mes_any,mes,any,be,codi_be,sub_be,codi_sub,export,import
08/2009,8,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,114,176.3
07/2009,7,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,221,288.9
06/2009,6,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,150.9,269.2
05/2009,5,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,155.3,264.3
04/2009,4,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,151.4,265
03/2009,3,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,167.6,365.7
02/2009,2,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,151.7,281.7
01/2009,1,2009,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,135.8,288.3
12/2008,12,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,182.9,421.2
11/2008,11,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,163.6,371.7
10/2008,10,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,186.9,488.5
09/2008,9,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,198.4,382.5
08/2008,8,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,136.5,253.8
07/2008,7,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,220.6,406.3
06/2008,6,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,196.6,385.2
05/2008,5,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,221.7,382.1
04/2008,4,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,197.4,420.9
03/2008,3,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,164.4,407.8
02/2008,2,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,186.1,467
01/2008,1,2008,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,165,449.9
12/2007,12,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,189.8,463.9
11/2007,11,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,189.8,539.8
10/2007,10,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200.9,576.1
09/2007,9,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,142.9,472
08/2007,8,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,133.7,377.3
07/2007,7,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,212.8,476
06/2007,6,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,214,502.1
05/2007,5,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,189.8,491.7
04/2007,4,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,156.1,423.9
03/2007,3,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,204,518.3
02/2007,2,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,154.7,448
01/2007,1,2007,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,157.8,439.2
12/2006,12,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,189.8,462.6
11/2006,11,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,171.4,524.3
10/2006,10,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,162.5,474.7
09/2006,9,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,124.3,415.6
08/2006,8,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,117.2,418.1
07/2006,7,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,168.1,373.5
06/2006,6,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,164.3,413.2
05/2006,5,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,167.1,404.2
04/2006,4,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,180.4,394.5
03/2006,3,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,222.1,459.8
02/2006,2,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,177.7,403.7
01/2006,1,2006,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,149.5,343.3
12/2005,12,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,186.6,383.5
11/2005,11,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,197.1,483.4
10/2005,10,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,184.1,446.9
09/2005,9,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,130.3,439.4
08/2005,8,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,113.6,228.1
07/2005,7,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.9,376.7
06/2005,6,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,159.4,390.9
05/2005,5,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,138.8,398.3
04/2005,4,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,135,367.3
03/2005,3,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,152.1,397.4
02/2005,2,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,132.7,357.4
01/2005,1,2005,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,115.2,330
12/2004,12,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,162,433.1
11/2004,11,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,150.8,424.1
10/2004,10,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,121.3,403.2
09/2004,9,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,114.6,362.9
08/2004,8,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,84.9,220.1
07/2004,7,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,154.4,304.7
06/2004,6,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,145.2,313.3
05/2004,5,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,129.8,293.6
04/2004,4,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,140.6,317.8
03/2004,3,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,155.3,345.4
02/2004,2,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,128.7,287.8
01/2004,1,2004,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,103.5,238.3
12/2003,12,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,176.5,335.2
11/2003,11,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,137.4,322.9
10/2003,10,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,153.4,316.7
09/2003,9,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,110.7,281.8
08/2003,8,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,94.2,162.4
07/2003,7,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.6,279.5
06/2003,6,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,140.9,275.3
05/2003,5,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,133.2,314.4
04/2003,4,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,130.3,273.3
03/2003,3,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.1,280.1
02/2003,2,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,134.8,243.4
01/2003,1,2003,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,110,245.8
12/2002,12,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,162.4,355.5
11/2002,11,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,149.8,286.7
10/2002,10,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,159.5,285.4
09/2002,9,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,113.8,265.2
08/2002,8,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,110.5,187.7
07/2002,7,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,162.2,258.6
06/2002,6,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,129.1,253.6
05/2002,5,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,145.2,282.9
04/2002,4,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,138.9,257.6
03/2002,3,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,132.4,256.7
02/2002,2,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,128,240.4
01/2002,1,2002,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,120.4,221.2
12/2001,12,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.2,274.5
11/2001,11,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,136.8,285.4
10/2001,10,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,222.9,266.8
09/2001,9,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,115.9,251.4
08/2001,8,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.3,174.1
07/2001,7,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,216.8,288.1
06/2001,6,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,181.1,340.5
05/2001,5,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,191.2,308.6
04/2001,4,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,169,282.5
03/2001,3,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,195.6,320.9
02/2001,2,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,206.1,273
01/2001,1,2001,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,242.5,259
12/2000,12,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,273,320.5
11/2000,11,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,328,317.7
10/2000,10,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,265,278
09/2000,9,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,233.9,245.7
08/2000,8,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,192.9,173.8
07/2000,7,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,195.4,252.2
06/2000,6,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,188.8,287.3
05/2000,5,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,199.5,312.2
04/2000,4,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,162.3,259.8
03/2000,3,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,200.2,286.8
02/2000,2,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,208.4,272.6
01/2000,1,2000,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,138.3,238.1
12/1999,12,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,201.2,313.6
11/1999,11,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,191.1,296.2
10/1999,10,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,151.9,263.4
09/1999,9,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,159.4,273.2
08/1999,8,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,142,161.6
07/1999,7,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,184.4,239.5
06/1999,6,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,163.9,279.7
05/1999,5,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,170.6,251.1
04/1999,4,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,154.1,258.1
03/1999,3,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,193.4,250.7
02/1999,2,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,164.7,227.1
01/1999,1,1999,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,153.6,204.6
12/1998,12,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,174.8,269.2
11/1998,11,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,153.6,268.1
10/1998,10,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,166,246.9
09/1998,9,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,152.5,238.1
08/1998,8,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,120.2,153.3
07/1998,7,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,184,238.5
06/1998,6,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,165,238.4
05/1998,5,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,148.8,229.7
04/1998,4,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,139.1,221
03/1998,3,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,156.5,237.4
02/1998,2,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,138.8,194.3
01/1998,1,1998,Béns de capital,BCA,Maquinària i altres béns d'equipament,MQ,137.4,184.4
02/2024,2,2024,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,104.9,247.9
01/2024,1,2024,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,85.4,230.2
12/2023,12,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,101.6,239.9
11/2023,11,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,109.2,242.9
10/2023,10,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105.7,245.1
09/2023,9,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,107.4,227.7
08/2023,8,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,83.8,194
07/2023,7,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,101,217
06/2023,6,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,119.4,272
05/2023,5,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105.9,264
04/2023,4,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,95.1,221.5
03/2023,3,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,118.5,299.1
02/2023,2,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,95.5,230.1
01/2023,1,2023,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,101.5,251.2
12/2022,12,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,101,255
11/2022,11,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,105.1,257.4
10/2022,10,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,89.6,215.8
09/2022,9,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,100.6,232
08/2022,8,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,68.8,165.8
07/2022,7,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,106.9,210.9
06/2022,6,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,99.5,221.6
05/2022,5,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96.9,205.2
04/2022,4,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,83.1,219.9
03/2022,3,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96,232.6
02/2022,2,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98.3,202.4
01/2022,1,2022,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,88,187.8
12/2021,12,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,142.2,198.4
11/2021,11,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,156.3,187.4
10/2021,10,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,140.4,167.9
09/2021,9,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,130.5,185.8
08/2021,8,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75,150.2
07/2021,7,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,153.9,236
06/2021,6,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,149.1,171.5
05/2021,5,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,127.6,177.7
04/2021,4,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,114.2,189.8
03/2021,3,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,189.3,199.7
02/2021,2,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,126.3,171.3
01/2021,1,2021,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96,137.8
12/2020,12,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,140.6,181.7
11/2020,11,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,90.9,180.1
10/2020,10,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,82,165.6
09/2020,9,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,70.1,156.7
08/2020,8,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,49,120.5
07/2020,7,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,79.6,165.5
06/2020,6,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,64,140.2
05/2020,5,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,55.4,135.4
04/2020,4,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,39.3,113.1
03/2020,3,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,125.6,144.8
02/2020,2,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,141.3,156.2
01/2020,1,2020,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,113.4,152.6
12/2019,12,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,130.8,161.1
11/2019,11,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,166.6,163.1
10/2019,10,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,215,180.8
09/2019,9,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,108,348.4
08/2019,8,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,118.4,132.1
07/2019,7,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,226,159.5
06/2019,6,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,165.5,154.8
05/2019,5,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,167.3,177.3
04/2019,4,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,121.9,155.1
03/2019,3,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,195.6,177.2
02/2019,2,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,195.8,145.6
01/2019,1,2019,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,156.8,142.9
12/2018,12,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,139.7,149.2
11/2018,11,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,183,182.4
10/2018,10,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,163.5,190.4
09/2018,9,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,137.6,146.9
08/2018,8,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,113.6,117.1
07/2018,7,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,153.6,157.6
06/2018,6,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,189.9,176.3
05/2018,5,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,151.9,164.7
04/2018,4,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,142.1,161.2
03/2018,3,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,156.6,150.5
02/2018,2,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,144,138.2
01/2018,1,2018,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,108.5,143.7
12/2017,12,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,140.6,165.2
11/2017,11,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,154.3,165.6
10/2017,10,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,132.9,158
09/2017,9,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,161.8,138.8
08/2017,8,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,77,111.4
07/2017,7,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,161.7,139.9
06/2017,6,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,183.7,160.3
05/2017,5,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,161.4,165
04/2017,4,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,123,142.7
03/2017,3,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,226.1,188.8
02/2017,2,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,140.3,187.2
01/2017,1,2017,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,126.2,127.1
12/2016,12,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,168.8,177.9
11/2016,11,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,167.9,196.3
10/2016,10,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,160.2,152.4
09/2016,9,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,169.6,152.6
08/2016,8,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,111,100.6
07/2016,7,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,176.4,152
06/2016,6,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,187.9,150.5
05/2016,5,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,180.3,140.2
04/2016,4,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,125.6,134.8
03/2016,3,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,180.9,142.7
02/2016,2,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,124.2,137.8
01/2016,1,2016,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,112.9,124.7
12/2015,12,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,111.1,138
11/2015,11,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98,150.4
10/2015,10,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,88.8,153.2
09/2015,9,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,75.9,140.2
08/2015,8,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,55.3,85.6
07/2015,7,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98.6,137.6
06/2015,6,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,96.6,154.6
05/2015,5,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,87.7,132.4
04/2015,4,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,71.4,152.5
03/2015,3,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,101.7,154.8
02/2015,2,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,82.5,127.9
01/2015,1,2015,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,68.7,116.8
12/2014,12,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,74.8,142.8
11/2014,11,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,86.9,124.7
10/2014,10,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,104.2,138.3
09/2014,9,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,88.6,120.5
08/2014,8,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,58.8,75.3
07/2014,7,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,118.9,115.3
06/2014,6,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,108.3,115.7
05/2014,5,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,112.3,123.7
04/2014,4,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,97.6,117.1
03/2014,3,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,130.4,123
02/2014,2,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,90.7,108.6
01/2014,1,2014,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,81.8,105.9
12/2013,12,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,86.4,123.9
11/2013,11,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,82.6,135.7
10/2013,10,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98,111.9
09/2013,9,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,102.3,100.9
08/2013,8,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,60.9,68.1
07/2013,7,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,141.9,101.8
06/2013,6,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,130.8,112
05/2013,5,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,138.3,96.3
04/2013,4,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,139.3,89.4
03/2013,3,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,143.3,94.7
02/2013,2,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,112.9,95.9
01/2013,1,2013,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,87.6,87.6
12/2012,12,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,102.3,102.3
11/2012,11,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,136.3,104.7
10/2012,10,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,155.7,104.1
09/2012,9,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,100.5,96.9
08/2012,8,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,67.3,72.2
07/2012,7,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,161.8,100.9
06/2012,6,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,177.9,97.5
05/2012,5,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,166.8,100.8
04/2012,4,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,146.9,98.6
03/2012,3,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,195.4,110.6
02/2012,2,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,179.6,93.6
01/2012,1,2012,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,140.1,91.7
12/2011,12,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,145.4,98.8
11/2011,11,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,142.9,107.2
10/2011,10,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,179,95
09/2011,9,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,181.8,111.1
08/2011,8,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,98.3,79.8
07/2011,7,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,130.3,90.2
06/2011,6,2011,Béns de capital,BCA,Material de transport i altres béns de capital,MAT,159.6,106.8
