mes_any,mes,any,be,codi_be,sub_be,codi_sub,export,import
12/2013,12,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.2,143.3
11/2013,11,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,24,210.4
10/2013,10,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,31.6,269.4
09/2013,9,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,40.2,168.7
08/2013,8,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,41.1,190.5
07/2013,7,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,59.2,256.7
06/2013,6,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.2,170.9
05/2013,5,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.6,195.4
04/2013,4,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.3,240.6
03/2013,3,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,37.2,244
02/2013,2,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,48.5,230.8
01/2013,1,2013,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.8,285.5
12/2012,12,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.1,192.7
11/2012,11,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.5,287.3
10/2012,10,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32,207.7
09/2012,9,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,34.5,230.7
08/2012,8,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,33.2,284.7
07/2012,7,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,31.4,211.5
06/2012,6,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,31.3,243.6
05/2012,5,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.2,294
04/2012,4,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.1,233.4
03/2012,3,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,28.3,253.7
02/2012,2,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.9,213.5
01/2012,1,2012,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,18.6,209.2
12/2011,12,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22,178.7
11/2011,11,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.5,184.5
10/2011,10,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,25.4,236.1
09/2011,9,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.6,211.8
08/2011,8,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.6,255.7
07/2011,7,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,28.5,198.4
06/2011,6,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,29.9,237
05/2011,5,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,32.2,252.4
04/2011,4,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.6,231
03/2011,3,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,27.7,230.3
02/2011,2,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.4,191
01/2011,1,2011,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.6,217
12/2010,12,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.9,193.4
11/2010,11,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,55.8,232.1
10/2010,10,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,27.7,212.7
09/2010,9,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,24,189
08/2010,8,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.1,180.5
07/2010,7,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,30.9,163
06/2010,6,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.2,183.5
05/2010,5,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,23,156.2
04/2010,4,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,24.3,145
03/2010,3,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,27.6,169.2
02/2010,2,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.1,146.4
01/2010,1,2010,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.7,153.8
12/2009,12,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.5,180.8
11/2009,11,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.4,193.3
10/2009,10,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.2,122.7
09/2009,9,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.6,161.1
08/2009,8,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.3,188
07/2009,7,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,31.2,161.6
06/2009,6,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.5,152.7
05/2009,5,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.2,170.3
04/2009,4,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.7,154.9
03/2009,3,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.3,190.3
02/2009,2,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.1,136.2
01/2009,1,2009,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.1,160.2
12/2008,12,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12,199.8
11/2008,11,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,18.3,158.1
10/2008,10,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.4,240.4
09/2008,9,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,24.2,224.8
08/2008,8,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.7,210.2
07/2008,7,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.1,213.9
06/2008,6,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.5,161.8
05/2008,5,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,23.2,244.8
04/2008,4,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.9,223.8
03/2008,3,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,26.7,265.6
02/2008,2,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.7,225.6
01/2008,1,2008,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.6,228.5
12/2007,12,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.8,183.1
11/2007,11,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,21.4,219.4
10/2007,10,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.4,239.5
09/2007,9,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,22.1,193.8
08/2007,8,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,18,144.5
07/2007,7,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.5,203.8
06/2007,6,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.5,149.4
05/2007,5,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.1,189
04/2007,4,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,20.3,96.7
03/2007,3,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,27.9,152
02/2007,2,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.8,148.8
01/2007,1,2007,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.8,160.5
12/2006,12,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.6,130.8
11/2006,11,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.9,143.3
10/2006,10,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.6,147
09/2006,9,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.7,122.5
08/2006,8,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.1,142.4
07/2006,7,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.6,111.4
06/2006,6,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.9,119.9
05/2006,5,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13,131.8
04/2006,4,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.5,94.3
03/2006,3,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.8,120.1
02/2006,2,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.5,130.6
01/2006,1,2006,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.7,123.6
12/2005,12,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.9,138.7
11/2005,11,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10,168.9
10/2005,10,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.5,139.4
09/2005,9,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.9,129.1
08/2005,8,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.7,133.9
07/2005,7,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.3,111.3
06/2005,6,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.1,133.5
05/2005,5,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.6,121.4
04/2005,4,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.6,143.1
03/2005,3,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.9,129.6
02/2005,2,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.5,89.1
01/2005,1,2005,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.7,100.5
12/2004,12,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11,119.8
11/2004,11,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10,108.5
10/2004,10,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.2,83.7
09/2004,9,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.6,125
08/2004,8,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11,114.1
07/2004,7,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.4,83.9
06/2004,6,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.9,111
05/2004,5,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16,103
04/2004,4,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.2,127.2
03/2004,3,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.4,128.4
02/2004,2,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.1,100.8
01/2004,1,2004,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.5,132
12/2003,12,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.6,167.9
11/2003,11,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.3,115.9
10/2003,10,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.4,90.7
09/2003,9,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19.8,129.5
08/2003,8,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14,97.4
07/2003,7,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.7,106.5
06/2003,6,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.2,85
05/2003,5,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.2,132.7
04/2003,4,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.5,106.1
03/2003,3,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.4,132.7
02/2003,2,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.5,97.4
01/2003,1,2003,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.3,119.6
12/2002,12,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.7,121.4
11/2002,11,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.3,95.6
10/2002,10,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14,108.4
09/2002,9,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12,114.1
08/2002,8,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.9,82.3
07/2002,7,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.2,105.4
06/2002,6,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,12.4,104.5
05/2002,5,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.1,103.1
04/2002,4,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.4,118.9
03/2002,3,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,15.7,108.9
02/2002,2,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.2,134.9
01/2002,1,2002,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.6,111.1
12/2001,12,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.9,113.6
11/2001,11,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.3,114.3
10/2001,10,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.6,109.7
09/2001,9,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,13.1,108.4
08/2001,8,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.8,106.4
07/2001,7,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,19,109.9
06/2001,6,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,17.1,132.1
05/2001,5,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,14.8,108.9
04/2001,4,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.3,108.6
03/2001,3,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,16.9,109.1
02/2001,2,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.9,140.6
01/2001,1,2001,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,8.9,109.6
12/2000,12,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,8.9,103.7
11/2000,11,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.7,125.7
10/2000,10,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.7,108.5
09/2000,9,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.9,100.3
08/2000,8,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.9,70.2
07/2000,7,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,9.5,82.9
06/2000,6,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.7,121.3
05/2000,5,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,8.8,149
04/2000,4,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.1,92.2
03/2000,3,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.2,118.8
02/2000,2,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,10.6,134.7
01/2000,1,2000,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.7,127.6
12/1999,12,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.7,125.8
11/1999,11,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.2,123.4
10/1999,10,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,11.7,111.4
09/1999,9,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.9,106.2
08/1999,8,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.6,83.6
07/1999,7,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.2,118.5
06/1999,6,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.4,107.8
05/1999,5,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.3,124.7
04/1999,4,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.3,111.8
03/1999,3,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,8.1,138.7
02/1999,2,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,8.3,119.1
01/1999,1,1999,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.6,129.2
12/1998,12,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.2,112.7
11/1998,11,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.9,142.8
10/1998,10,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.4,107
09/1998,9,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.8,119.5
08/1998,8,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,4.6,122.5
07/1998,7,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,5.8,132.9
06/1998,6,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,4.5,126.9
05/1998,5,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.7,141.5
04/1998,4,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.9,141.5
03/1998,3,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,6.4,168.3
02/1998,2,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7,126.8
01/1998,1,1998,Béns intermedis,BI,"Prod.agricultura, silvicultura i pesca",PAP,7.2,141.9
02/2024,2,2024,Béns intermedis,BI,Prod.energètics i industrials,PEI,4369.6,5152.9
01/2024,1,2024,Béns intermedis,BI,Prod.energètics i industrials,PEI,4248.6,5030.4
12/2023,12,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,3466.9,4142.5
11/2023,11,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4731.5,5389.1
10/2023,10,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4518.6,5538.3
09/2023,9,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4151,4792.1
08/2023,8,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,3476.5,4251.7
07/2023,7,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4684.7,5219.8
06/2023,6,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,5202.9,5674.5
05/2023,5,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,5017.8,5766.4
04/2023,4,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4471.2,5067.5
03/2023,3,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,6233.4,5825.4
02/2023,2,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4990.8,5593.1
01/2023,1,2023,Béns intermedis,BI,Prod.energètics i industrials,PEI,4543.8,5245.5
12/2022,12,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,3882.5,4814.9
11/2022,11,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4832,5553.8
10/2022,10,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4302,5275.6
09/2022,9,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4449.3,6069.4
08/2022,8,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,3591.4,4651.3
07/2022,7,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4842.6,6160.6
06/2022,6,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4974.6,6298
05/2022,5,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,5131.6,6275
04/2022,4,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4504.8,5903.8
03/2022,3,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4888,6191.6
02/2022,2,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4432.1,5419.5
01/2022,1,2022,Béns intermedis,BI,Prod.energètics i industrials,PEI,4132.2,5019.7
12/2021,12,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,3890.3,4669.4
11/2021,11,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,4353.5,5320
10/2021,10,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,4065.8,4984.6
09/2021,9,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,4054.2,4869.2
08/2021,8,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,2997.7,3857.8
07/2021,7,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,4131.8,4680
06/2021,6,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,3946.5,4700.4
05/2021,5,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,3855,4602.3
04/2021,4,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,3774,4531.8
03/2021,3,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,4195.9,4608.8
02/2021,2,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,3578.3,4296
01/2021,1,2021,Béns intermedis,BI,Prod.energètics i industrials,PEI,2989.9,3726.3
12/2020,12,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3032.8,3653.5
11/2020,11,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3398.2,3982.9
10/2020,10,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3448.8,4047
09/2020,9,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3090.4,3692.8
08/2020,8,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,2350.4,2688.3
07/2020,7,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3341.5,3796.9
06/2020,6,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,2904.5,3394.5
05/2020,5,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,2631.7,3086.2
04/2020,4,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,2404,3119.4
03/2020,3,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3302.1,3857.2
02/2020,2,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3287,4107.1
01/2020,1,2020,Béns intermedis,BI,Prod.energètics i industrials,PEI,3349.6,4467.1
12/2019,12,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,2809.7,3433.4
11/2019,11,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3288.3,4183.5
10/2019,10,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3686.3,4496.2
09/2019,9,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3387.2,4341.2
08/2019,8,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,2545.8,3339.7
07/2019,7,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3714.7,4807.1
06/2019,6,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3296.4,4462
05/2019,5,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3847.1,5018.6
04/2019,4,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3564.9,4572.6
03/2019,3,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3636.6,4855
02/2019,2,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3210.9,4493
01/2019,1,2019,Béns intermedis,BI,Prod.energètics i industrials,PEI,3368.9,4411.8
12/2018,12,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,2634.5,3602.3
11/2018,11,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3392.7,4510.7
10/2018,10,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3817,4827.8
09/2018,9,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3160.6,3976.9
08/2018,8,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,2797.2,3483.9
07/2018,7,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3566,4782.8
06/2018,6,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3466.6,4248
05/2018,5,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3532.5,4507.8
04/2018,4,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3379.1,4435.6
03/2018,3,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3340.2,4339.4
02/2018,2,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3215.2,4447.2
01/2018,1,2018,Béns intermedis,BI,Prod.energètics i industrials,PEI,3365.3,4548.8
12/2017,12,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,2813.2,3370.4
11/2017,11,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3338.6,4205.9
10/2017,10,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3454.3,4032
09/2017,9,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3332.4,4009.2
08/2017,8,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,2569.5,3024
07/2017,7,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3203.6,4007.8
06/2017,6,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3331,4149
05/2017,5,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3547.6,4467.6
04/2017,4,2017,Béns intermedis,BI,Prod.energètics i industrials,PEI,3012.9,3581.7
